,caracteres,fim,inicio,verbo
24402,9,os,ex,excluamos
24403,8,is,ex,excluais
24404,7,am,ex,excluam
24405,9,se,ex,excluísse
24406,10,es,ex,excluísses
24407,9,se,ex,excluísse
24408,12,os,ex,excluíssemos
24409,11,is,ex,excluísseis
24410,10,em,ex,excluíssem
24411,7,ir,ex,excluir
24412,9,es,ex,excluíres
24413,7,ir,ex,excluir
24414,10,os,ex,excluirmos
24415,10,es,ex,excluirdes
24416,9,em,ex,excluírem
24417,6,ui,ex,exclui
24418,6,ua,ex,exclua
24419,9,os,ex,excluamos
24420,6,uí,ex,excluí
24421,7,am,ex,excluam
24422,7,as,ex,excluas
24423,6,ua,ex,exclua
24424,9,os,ex,excluamos
24425,8,is,ex,excluais
24426,7,am,ex,excluam
24427,7,ir,ex,excluir
24428,9,es,ex,excluíres
24429,7,ir,ex,excluir
24430,10,os,ex,excluirmos
24431,10,es,ex,excluirdes
24432,9,em,ex,excluírem
24433,11,-o,ex,excluindo-o
24434,8,-o,ex,excluo-o
24435,9,lo,ex,exclui-lo
24436,8,-o,ex,exclui-o
24437,11,lo,ex,excluímo-lo
24438,9,lo,ex,excluí-lo
24439,10,no,ex,excluem-no
24440,9,-o,ex,excluía-o
24441,10,lo,ex,excluía-lo
24442,9,-o,ex,excluía-o
24443,12,lo,ex,excluíamo-lo
24444,11,lo,ex,excluíei-lo
24445,11,no,ex,excluíam-no
24446,8,-o,ex,excluí-o
24447,11,-o,ex,excluíste-o
24448,9,-o,ex,excluiu-o
24449,11,lo,ex,excluímo-lo
24450,12,lo,ex,excluíste-lo
24451,12,no,ex,excluíram-no
24452,10,-o,ex,excluíra-o
24453,11,lo,ex,excluíra-lo
24454,10,-o,ex,excluíra-o
24455,13,lo,ex,excluíramo-lo
24456,12,lo,ex,excluírei-lo
24457,12,no,ex,excluíram-no
24458,12,ei,ex,excluí-lo-ei
24459,12,ás,ex,excluí-lo-ás
24460,11,-á,ex,excluí-lo-á
24461,14,os,ex,excluí-lo-emos
24462,13,is,ex,excluí-lo-eis
24463,12,ão,ex,excluí-lo-ão
24464,12,ia,ex,excluí-lo-ia
24465,13,as,ex,excluí-lo-ias
24466,12,ia,ex,excluí-lo-ia
24467,15,os,ex,excluí-lo-íamos
24468,14,is,ex,excluí-lo-íeis
24469,13,am,ex,excluí-lo-iam
24470,6,ua,ex,exclua
24471,7,as,ex,excluas
24472,6,ua,ex,exclua
24473,9,os,ex,excluamos
24474,8,is,ex,excluais
24475,7,am,ex,excluam
24476,9,se,ex,excluísse
24477,10,es,ex,excluísses
24478,9,se,ex,excluísse
24479,12,os,ex,excluíssemos
24480,11,is,ex,excluísseis
24481,10,em,ex,excluíssem
24482,7,ir,ex,excluir
24483,9,es,ex,excluíres
24484,7,ir,ex,excluir
24485,10,os,ex,excluirmos
24486,10,es,ex,excluirdes
24487,9,em,ex,excluírem
24488,8,-o,ex,exclui-o
24489,8,-o,ex,exclua-o
24490,11,lo,ex,excluamo-lo
24491,8,-o,ex,excluí-o
24492,10,no,ex,excluam-no
24493,7,as,ex,excluas
24494,6,ua,ex,exclua
24495,9,os,ex,excluamos
24496,8,is,ex,excluais
24497,7,am,ex,excluam
24498,7,ir,ex,excluir
24499,9,es,ex,excluíres
24500,7,ir,ex,excluir
24501,10,os,ex,excluirmos
24502,10,es,ex,excluirdes
24503,9,em,ex,excluírem
24504,12,se,ex,excluindo-se
24505,9,me,ex,excluo-me
24506,10,te,ex,excluis-te
24507,9,se,ex,exclui-se
24508,12,os,ex,excluímo-nos
24509,11,os,ex,excluís-vos
24510,10,se,ex,excluem-se
24511,10,me,ex,excluía-me
24512,11,te,ex,excluías-te
24513,10,se,ex,excluía-se
24514,13,os,ex,excluíamo-nos
24515,13,os,ex,excluíeis-vos
24516,11,se,ex,excluíam-se
24517,9,me,ex,excluí-me
24518,12,te,ex,excluíste-te
24519,10,se,ex,excluiu-se
24520,12,os,ex,excluímo-nos
24521,14,os,ex,excluístes-vos
24522,12,se,ex,excluíram-se
24523,11,me,ex,excluíra-me
24524,12,te,ex,excluíras-te
24525,11,se,ex,excluíra-se
24526,14,os,ex,excluíramo-nos
24527,14,os,ex,excluíreis-vos
24528,12,se,ex,excluíram-se
24529,13,ei,ex,excluir-me-ei
24530,13,ás,ex,excluir-te-ás
24531,12,-á,ex,excluir-se-á
24532,16,os,ex,excluir-nos-emos
24533,15,is,ex,excluir-vos-eis
24534,13,ão,ex,excluir-se-ão
24535,13,ia,ex,excluir-me-ia
24536,14,as,ex,excluir-te-ias
24537,13,ia,ex,excluir-se-ia
24538,17,os,ex,excluir-nos-íamos
24539,16,is,ex,excluir-vos-íeis
24540,14,am,ex,excluir-se-iam
24541,6,ua,ex,exclua
24542,7,as,ex,excluas
24543,6,ua,ex,exclua
24544,9,os,ex,excluamos
24545,8,is,ex,excluais
24546,7,am,ex,excluam
24547,9,se,ex,excluísse
24548,10,es,ex,excluísses
24549,9,se,ex,excluísse
24550,12,os,ex,excluíssemos
24551,11,is,ex,excluísseis
24552,10,em,ex,excluíssem
24553,7,ir,ex,excluir
24554,9,es,ex,excluíres
24555,7,ir,ex,excluir
24556,10,os,ex,excluirmos
24557,10,es,ex,excluirdes
24558,9,em,ex,excluírem
24559,9,te,ex,exclui-te
24560,9,se,ex,exclua-se
24561,12,os,ex,excluamo-nos
24562,10,os,ex,excluí-vos
24563,10,se,ex,excluam-se
24564,7,as,ex,excluas
24565,6,ua,ex,exclua
24566,9,os,ex,excluamos
24567,8,is,ex,excluais
24568,7,am,ex,excluam
24569,10,me,ex,excluir-me
24570,12,te,ex,excluíres-te
24571,10,se,ex,excluir-se
24572,13,os,ex,excluirmo-nos
24573,14,os,ex,excluirdes-vos
24574,12,se,ex,excluírem-se
24575,12,do,ap,aproveitando
24576,11,do,ap,aproveitado
24577,9,to,ap,aproveito
24578,10,as,ap,aproveitas
24579,9,ta,ap,aproveita
24580,12,os,ap,aproveitamos
24581,11,is,ap,aproveitais
24582,10,am,ap,aproveitam
24583,11,va,ap,aproveitava
24584,12,as,ap,aproveitavas
24585,11,va,ap,aproveitava
24586,14,os,ap,aproveitávamos
24587,13,is,ap,aproveitáveis
24588,12,am,ap,aproveitavam
24589,10,ei,ap,aproveitei
24590,12,te,ap,aproveitaste
24591,10,ou,ap,aproveitou
24592,12,os,ap,aproveitamos
24593,13,es,ap,aproveitastes
24594,12,am,ap,aproveitaram
24595,11,ra,ap,aproveitara
24596,12,as,ap,aproveitaras
24597,11,ra,ap,aproveitara
24598,14,os,ap,aproveitáramos
24599,13,is,ap,aproveitáreis
24600,12,am,ap,aproveitaram
24601,12,ei,ap,aproveitarei
24602,12,ás,ap,aproveitarás
24603,11,rá,ap,aproveitará
24604,14,os,ap,aproveitaremos
24605,13,is,ap,aproveitareis
24606,12,ão,ap,aproveitarão
24607,12,ia,ap,aproveitaria
24608,13,as,ap,aproveitarias
24609,12,ia,ap,aproveitaria
24610,15,os,ap,aproveitaríamos
24611,14,is,ap,aproveitaríeis
24612,13,am,ap,aproveitariam
24613,9,te,ap,aproveite
24614,10,es,ap,aproveites
24615,9,te,ap,aproveite
24616,12,os,ap,aproveitemos
24617,11,is,ap,aproveiteis
24618,10,em,ap,aproveitem
24619,12,se,ap,aproveitasse
24620,13,es,ap,aproveitasses
24621,12,se,ap,aproveitasse
24622,15,os,ap,aproveitássemos
24623,14,is,ap,aproveitásseis
24624,13,em,ap,aproveitassem
24625,10,ar,ap,aproveitar
24626,12,es,ap,aproveitares
24627,10,ar,ap,aproveitar
24628,13,os,ap,aproveitarmos
24629,13,es,ap,aproveitardes
24630,12,em,ap,aproveitarem
24631,9,ta,ap,aproveita
24632,9,te,ap,aproveite
24633,12,os,ap,aproveitemos
24634,10,ai,ap,aproveitai
24635,10,em,ap,aproveitem
24636,10,es,ap,aproveites
24637,9,te,ap,aproveite
24638,12,os,ap,aproveitemos
24639,11,is,ap,aproveiteis
24640,10,em,ap,aproveitem
24641,10,ar,ap,aproveitar
24642,12,es,ap,aproveitares
24643,10,ar,ap,aproveitar
24644,13,os,ap,aproveitarmos
24645,13,es,ap,aproveitardes
24646,12,em,ap,aproveitarem
24647,14,-o,ap,aproveitando-o
24648,11,-o,ap,aproveito-o
24649,12,lo,ap,aproveita-lo
24650,11,-o,ap,aproveita-o
24651,14,lo,ap,aproveitamo-lo
24652,13,lo,ap,aproveitai-lo
24653,13,no,ap,aproveitam-no
24654,13,-o,ap,aproveitava-o
24655,14,lo,ap,aproveitava-lo
24656,13,-o,ap,aproveitava-o
24657,16,lo,ap,aproveitávamo-lo
24658,15,lo,ap,aproveitávei-lo
24659,15,no,ap,aproveitavam-no
24660,12,-o,ap,aproveitei-o
24661,14,-o,ap,aproveitaste-o
24662,12,-o,ap,aproveitou-o
24663,14,lo,ap,aproveitamo-lo
24664,15,lo,ap,aproveitaste-lo
24665,15,no,ap,aproveitaram-no
24666,13,-o,ap,aproveitara-o
24667,14,lo,ap,aproveitara-lo
24668,13,-o,ap,aproveitara-o
24669,16,lo,ap,aproveitáramo-lo
24670,15,lo,ap,aproveitárei-lo
24671,15,no,ap,aproveitaram-no
24672,15,ei,ap,aproveitá-lo-ei
24673,15,ás,ap,aproveitá-lo-ás
24674,14,-á,ap,aproveitá-lo-á
24675,17,os,ap,aproveitá-lo-emos
24676,16,is,ap,aproveitá-lo-eis
24677,15,ão,ap,aproveitá-lo-ão
24678,15,ia,ap,aproveitá-lo-ia
24679,16,as,ap,aproveitá-lo-ias
24680,15,ia,ap,aproveitá-lo-ia
24681,18,os,ap,aproveitá-lo-íamos
24682,17,is,ap,aproveitá-lo-íeis
24683,16,am,ap,aproveitá-lo-iam
24684,9,te,ap,aproveite
24685,10,es,ap,aproveites
24686,9,te,ap,aproveite
24687,12,os,ap,aproveitemos
24688,11,is,ap,aproveiteis
24689,10,em,ap,aproveitem
24690,12,se,ap,aproveitasse
24691,13,es,ap,aproveitasses
24692,12,se,ap,aproveitasse
24693,15,os,ap,aproveitássemos
24694,14,is,ap,aproveitásseis
24695,13,em,ap,aproveitassem
24696,10,ar,ap,aproveitar
24697,12,es,ap,aproveitares
24698,10,ar,ap,aproveitar
24699,13,os,ap,aproveitarmos
24700,13,es,ap,aproveitardes
24701,12,em,ap,aproveitarem
24702,11,-o,ap,aproveita-o
24703,11,-o,ap,aproveite-o
24704,14,lo,ap,aproveitemo-lo
24705,12,-o,ap,aproveitai-o
24706,13,no,ap,aproveitem-no
24707,10,es,ap,aproveites
24708,9,te,ap,aproveite
24709,12,os,ap,aproveitemos
24710,11,is,ap,aproveiteis
24711,10,em,ap,aproveitem
24712,10,ar,ap,aproveitar
24713,12,es,ap,aproveitares
24714,10,ar,ap,aproveitar
24715,13,os,ap,aproveitarmos
24716,13,es,ap,aproveitardes
24717,12,em,ap,aproveitarem
24718,15,se,ap,aproveitando-se
24719,12,me,ap,aproveito-me
24720,13,te,ap,aproveitas-te
24721,12,se,ap,aproveita-se
24722,15,os,ap,aproveitamo-nos
24723,15,os,ap,aproveitais-vos
24724,13,se,ap,aproveitam-se
24725,14,me,ap,aproveitava-me
24726,15,te,ap,aproveitavas-te
24727,14,se,ap,aproveitava-se
24728,17,os,ap,aproveitávamo-nos
24729,17,os,ap,aproveitáveis-vos
24730,15,se,ap,aproveitavam-se
24731,13,me,ap,aproveitei-me
24732,15,te,ap,aproveitaste-te
24733,13,se,ap,aproveitou-se
24734,15,os,ap,aproveitamo-nos
24735,17,os,ap,aproveitastes-vos
24736,15,se,ap,aproveitaram-se
24737,14,me,ap,aproveitara-me
24738,15,te,ap,aproveitaras-te
24739,14,se,ap,aproveitara-se
24740,17,os,ap,aproveitáramo-nos
24741,17,os,ap,aproveitáreis-vos
24742,15,se,ap,aproveitaram-se
24743,16,ei,ap,aproveitar-me-ei
24744,16,ás,ap,aproveitar-te-ás
24745,15,-á,ap,aproveitar-se-á
24746,19,os,ap,aproveitar-nos-emos
24747,18,is,ap,aproveitar-vos-eis
24748,16,ão,ap,aproveitar-se-ão
24749,16,ia,ap,aproveitar-me-ia
24750,17,as,ap,aproveitar-te-ias
24751,16,ia,ap,aproveitar-se-ia
24752,20,os,ap,aproveitar-nos-íamos
24753,19,is,ap,aproveitar-vos-íeis
24754,17,am,ap,aproveitar-se-iam
24755,9,te,ap,aproveite
24756,10,es,ap,aproveites
24757,9,te,ap,aproveite
24758,12,os,ap,aproveitemos
24759,11,is,ap,aproveiteis
24760,10,em,ap,aproveitem
24761,12,se,ap,aproveitasse
24762,13,es,ap,aproveitasses
24763,12,se,ap,aproveitasse
24764,15,os,ap,aproveitássemos
24765,14,is,ap,aproveitásseis
24766,13,em,ap,aproveitassem
24767,10,ar,ap,aproveitar
24768,12,es,ap,aproveitares
24769,10,ar,ap,aproveitar
24770,13,os,ap,aproveitarmos
24771,13,es,ap,aproveitardes
24772,12,em,ap,aproveitarem
24773,12,te,ap,aproveita-te
24774,12,se,ap,aproveite-se
24775,15,os,ap,aproveitemo-nos
24776,14,os,ap,aproveitai-vos
24777,13,se,ap,aproveitem-se
24778,10,es,ap,aproveites
24779,9,te,ap,aproveite
24780,12,os,ap,aproveitemos
24781,11,is,ap,aproveiteis
24782,10,em,ap,aproveitem
24783,13,me,ap,aproveitar-me
24784,15,te,ap,aproveitares-te
24785,13,se,ap,aproveitar-se
24786,16,os,ap,aproveitarmo-nos
24787,17,os,ap,aproveitardes-vos
24788,15,se,ap,aproveitarem-se
24789,7,do,ti,tirando
24790,6,do,ti,tirado
24791,4,ro,ti,tiro
24792,5,as,ti,tiras
24793,4,ra,ti,tira
24794,7,os,ti,tiramos
24795,6,is,ti,tirais
24796,5,am,ti,tiram
24797,6,va,ti,tirava
24798,7,as,ti,tiravas
24799,6,va,ti,tirava
24800,9,os,ti,tirávamos
24801,8,is,ti,tiráveis
24802,7,am,ti,tiravam
24803,5,ei,ti,tirei
24804,7,te,ti,tiraste
24805,5,ou,ti,tirou
24806,7,os,ti,tiramos
24807,8,es,ti,tirastes
24808,7,am,ti,tiraram
24809,6,ra,ti,tirara
24810,7,as,ti,tiraras
24811,6,ra,ti,tirara
24812,9,os,ti,tiráramos
24813,8,is,ti,tiráreis
24814,7,am,ti,tiraram
24815,7,ei,ti,tirarei
24816,7,ás,ti,tirarás
24817,6,rá,ti,tirará
24818,9,os,ti,tiraremos
24819,8,is,ti,tirareis
24820,7,ão,ti,tirarão
24821,7,ia,ti,tiraria
24822,8,as,ti,tirarias
24823,7,ia,ti,tiraria
24824,10,os,ti,tiraríamos
24825,9,is,ti,tiraríeis
24826,8,am,ti,tirariam
24827,4,re,ti,tire
24828,5,es,ti,tires
24829,4,re,ti,tire
24830,7,os,ti,tiremos
24831,6,is,ti,tireis
24832,5,em,ti,tirem
24833,7,se,ti,tirasse
24834,8,es,ti,tirasses
24835,7,se,ti,tirasse
24836,10,os,ti,tirássemos
24837,9,is,ti,tirásseis
24838,8,em,ti,tirassem
24839,5,ar,ti,tirar
24840,7,es,ti,tirares
24841,5,ar,ti,tirar
24842,8,os,ti,tirarmos
24843,8,es,ti,tirardes
24844,7,em,ti,tirarem
24845,4,ra,ti,tira
24846,4,re,ti,tire
24847,7,os,ti,tiremos
24848,5,ai,ti,tirai
24849,5,em,ti,tirem
24850,5,es,ti,tires
24851,4,re,ti,tire
24852,7,os,ti,tiremos
24853,6,is,ti,tireis
24854,5,em,ti,tirem
24855,5,ar,ti,tirar
24856,7,es,ti,tirares
24857,5,ar,ti,tirar
24858,8,os,ti,tirarmos
24859,8,es,ti,tirardes
24860,7,em,ti,tirarem
24861,9,-o,ti,tirando-o
24862,6,-o,ti,tiro-o
24863,7,lo,ti,tira-lo
24864,6,-o,ti,tira-o
24865,9,lo,ti,tiramo-lo
24866,8,lo,ti,tirai-lo
24867,8,no,ti,tiram-no
24868,8,-o,ti,tirava-o
24869,9,lo,ti,tirava-lo
24870,8,-o,ti,tirava-o
24871,11,lo,ti,tirávamo-lo
24872,10,lo,ti,tirávei-lo
24873,10,no,ti,tiravam-no
24874,7,-o,ti,tirei-o
24875,9,-o,ti,tiraste-o
24876,7,-o,ti,tirou-o
24877,9,lo,ti,tiramo-lo
24878,10,lo,ti,tiraste-lo
24879,10,no,ti,tiraram-no
24880,8,-o,ti,tirara-o
24881,9,lo,ti,tirara-lo
24882,8,-o,ti,tirara-o
24883,11,lo,ti,tiráramo-lo
24884,10,lo,ti,tirárei-lo
24885,10,no,ti,tiraram-no
24886,10,ei,ti,tirá-lo-ei
24887,10,ás,ti,tirá-lo-ás
24888,9,-á,ti,tirá-lo-á
24889,12,os,ti,tirá-lo-emos
24890,11,is,ti,tirá-lo-eis
24891,10,ão,ti,tirá-lo-ão
24892,10,ia,ti,tirá-lo-ia
24893,11,as,ti,tirá-lo-ias
24894,10,ia,ti,tirá-lo-ia
24895,13,os,ti,tirá-lo-íamos
24896,12,is,ti,tirá-lo-íeis
24897,11,am,ti,tirá-lo-iam
24898,4,re,ti,tire
24899,5,es,ti,tires
24900,4,re,ti,tire
24901,7,os,ti,tiremos
24902,6,is,ti,tireis
24903,5,em,ti,tirem
24904,7,se,ti,tirasse
24905,8,es,ti,tirasses
24906,7,se,ti,tirasse
24907,10,os,ti,tirássemos
24908,9,is,ti,tirásseis
24909,8,em,ti,tirassem
24910,5,ar,ti,tirar
24911,7,es,ti,tirares
24912,5,ar,ti,tirar
24913,8,os,ti,tirarmos
24914,8,es,ti,tirardes
24915,7,em,ti,tirarem
24916,6,-o,ti,tira-o
24917,6,-o,ti,tire-o
24918,9,lo,ti,tiremo-lo
24919,7,-o,ti,tirai-o
24920,8,no,ti,tirem-no
24921,5,es,ti,tires
24922,4,re,ti,tire
24923,7,os,ti,tiremos
24924,6,is,ti,tireis
24925,5,em,ti,tirem
24926,5,ar,ti,tirar
24927,7,es,ti,tirares
24928,5,ar,ti,tirar
24929,8,os,ti,tirarmos
24930,8,es,ti,tirardes
24931,7,em,ti,tirarem
24932,10,se,ti,tirando-se
24933,7,me,ti,tiro-me
24934,8,te,ti,tiras-te
24935,7,se,ti,tira-se
24936,10,os,ti,tiramo-nos
24937,10,os,ti,tirais-vos
24938,8,se,ti,tiram-se
24939,9,me,ti,tirava-me
24940,10,te,ti,tiravas-te
24941,9,se,ti,tirava-se
24942,12,os,ti,tirávamo-nos
24943,12,os,ti,tiráveis-vos
24944,10,se,ti,tiravam-se
24945,8,me,ti,tirei-me
24946,10,te,ti,tiraste-te
24947,8,se,ti,tirou-se
24948,10,os,ti,tiramo-nos
24949,12,os,ti,tirastes-vos
24950,10,se,ti,tiraram-se
24951,9,me,ti,tirara-me
24952,10,te,ti,tiraras-te
24953,9,se,ti,tirara-se
24954,12,os,ti,tiráramo-nos
24955,12,os,ti,tiráreis-vos
24956,10,se,ti,tiraram-se
24957,11,ei,ti,tirar-me-ei
24958,11,ás,ti,tirar-te-ás
24959,10,-á,ti,tirar-se-á
24960,14,os,ti,tirar-nos-emos
24961,13,is,ti,tirar-vos-eis
24962,11,ão,ti,tirar-se-ão
24963,11,ia,ti,tirar-me-ia
24964,12,as,ti,tirar-te-ias
24965,11,ia,ti,tirar-se-ia
24966,15,os,ti,tirar-nos-íamos
24967,14,is,ti,tirar-vos-íeis
24968,12,am,ti,tirar-se-iam
24969,4,re,ti,tire
24970,5,es,ti,tires
24971,4,re,ti,tire
24972,7,os,ti,tiremos
24973,6,is,ti,tireis
24974,5,em,ti,tirem
24975,7,se,ti,tirasse
24976,8,es,ti,tirasses
24977,7,se,ti,tirasse
24978,10,os,ti,tirássemos
24979,9,is,ti,tirásseis
24980,8,em,ti,tirassem
24981,5,ar,ti,tirar
24982,7,es,ti,tirares
24983,5,ar,ti,tirar
24984,8,os,ti,tirarmos
24985,8,es,ti,tirardes
24986,7,em,ti,tirarem
24987,7,te,ti,tira-te
24988,7,se,ti,tire-se
24989,10,os,ti,tiremo-nos
24990,9,os,ti,tirai-vos
24991,8,se,ti,tirem-se
24992,5,es,ti,tires
24993,4,re,ti,tire
24994,7,os,ti,tiremos
24995,6,is,ti,tireis
24996,5,em,ti,tirem
24997,8,me,ti,tirar-me
24998,10,te,ti,tirares-te
24999,8,se,ti,tirar-se
25000,11,os,ti,tirarmo-nos
25001,12,os,ti,tirardes-vos
25002,10,se,ti,tirarem-se
25003,8,do,en,enviando
25004,7,do,en,enviado
25005,5,io,en,envio
25006,6,as,en,envias
25007,5,ia,en,envia
25008,8,os,en,enviamos
25009,7,is,en,enviais
25010,6,am,en,enviam
25011,7,va,en,enviava
25012,8,as,en,enviavas
25013,7,va,en,enviava
25014,10,os,en,enviávamos
25015,9,is,en,enviáveis
25016,8,am,en,enviavam
25017,6,ei,en,enviei
25018,8,te,en,enviaste
25019,6,ou,en,enviou
25020,8,os,en,enviamos
25021,9,es,en,enviastes
25022,8,am,en,enviaram
25023,7,ra,en,enviara
25024,8,as,en,enviaras
25025,7,ra,en,enviara
25026,10,os,en,enviáramos
25027,9,is,en,enviáreis
25028,8,am,en,enviaram
25029,8,ei,en,enviarei
25030,8,ás,en,enviarás
25031,7,rá,en,enviará
25032,10,os,en,enviaremos
25033,9,is,en,enviareis
25034,8,ão,en,enviarão
25035,8,ia,en,enviaria
25036,9,as,en,enviarias
25037,8,ia,en,enviaria
25038,11,os,en,enviaríamos
25039,10,is,en,enviaríeis
25040,9,am,en,enviariam
25041,5,ie,en,envie
25042,6,es,en,envies
25043,5,ie,en,envie
25044,8,os,en,enviemos
25045,7,is,en,envieis
25046,6,em,en,enviem
25047,8,se,en,enviasse
25048,9,es,en,enviasses
25049,8,se,en,enviasse
25050,11,os,en,enviássemos
25051,10,is,en,enviásseis
25052,9,em,en,enviassem
25053,6,ar,en,enviar
25054,8,es,en,enviares
25055,6,ar,en,enviar
25056,9,os,en,enviarmos
25057,9,es,en,enviardes
25058,8,em,en,enviarem
25059,5,ia,en,envia
25060,5,ie,en,envie
25061,8,os,en,enviemos
25062,6,ai,en,enviai
25063,6,em,en,enviem
25064,6,es,en,envies
25065,5,ie,en,envie
25066,8,os,en,enviemos
25067,7,is,en,envieis
25068,6,em,en,enviem
25069,6,ar,en,enviar
25070,8,es,en,enviares
25071,6,ar,en,enviar
25072,9,os,en,enviarmos
25073,9,es,en,enviardes
25074,8,em,en,enviarem
25075,10,-o,en,enviando-o
25076,7,-o,en,envio-o
25077,8,lo,en,envia-lo
25078,7,-o,en,envia-o
25079,10,lo,en,enviamo-lo
25080,9,lo,en,enviai-lo
25081,9,no,en,enviam-no
25082,9,-o,en,enviava-o
25083,10,lo,en,enviava-lo
25084,9,-o,en,enviava-o
25085,12,lo,en,enviávamo-lo
25086,11,lo,en,enviávei-lo
25087,11,no,en,enviavam-no
25088,8,-o,en,enviei-o
25089,10,-o,en,enviaste-o
25090,8,-o,en,enviou-o
25091,10,lo,en,enviamo-lo
25092,11,lo,en,enviaste-lo
25093,11,no,en,enviaram-no
25094,9,-o,en,enviara-o
25095,10,lo,en,enviara-lo
25096,9,-o,en,enviara-o
25097,12,lo,en,enviáramo-lo
25098,11,lo,en,enviárei-lo
25099,11,no,en,enviaram-no
25100,11,ei,en,enviá-lo-ei
25101,11,ás,en,enviá-lo-ás
25102,10,-á,en,enviá-lo-á
25103,13,os,en,enviá-lo-emos
25104,12,is,en,enviá-lo-eis
25105,11,ão,en,enviá-lo-ão
25106,11,ia,en,enviá-lo-ia
25107,12,as,en,enviá-lo-ias
25108,11,ia,en,enviá-lo-ia
25109,14,os,en,enviá-lo-íamos
25110,13,is,en,enviá-lo-íeis
25111,12,am,en,enviá-lo-iam
25112,5,ie,en,envie
25113,6,es,en,envies
25114,5,ie,en,envie
25115,8,os,en,enviemos
25116,7,is,en,envieis
25117,6,em,en,enviem
25118,8,se,en,enviasse
25119,9,es,en,enviasses
25120,8,se,en,enviasse
25121,11,os,en,enviássemos
25122,10,is,en,enviásseis
25123,9,em,en,enviassem
25124,6,ar,en,enviar
25125,8,es,en,enviares
25126,6,ar,en,enviar
25127,9,os,en,enviarmos
25128,9,es,en,enviardes
25129,8,em,en,enviarem
25130,7,-o,en,envia-o
25131,7,-o,en,envie-o
25132,10,lo,en,enviemo-lo
25133,8,-o,en,enviai-o
25134,9,no,en,enviem-no
25135,6,es,en,envies
25136,5,ie,en,envie
25137,8,os,en,enviemos
25138,7,is,en,envieis
25139,6,em,en,enviem
25140,6,ar,en,enviar
25141,8,es,en,enviares
25142,6,ar,en,enviar
25143,9,os,en,enviarmos
25144,9,es,en,enviardes
25145,8,em,en,enviarem
25146,11,do,re,respeitando
25147,10,do,re,respeitado
25148,8,to,re,respeito
25149,9,as,re,respeitas
25150,8,ta,re,respeita
25151,11,os,re,respeitamos
25152,10,is,re,respeitais
25153,9,am,re,respeitam
25154,10,va,re,respeitava
25155,11,as,re,respeitavas
25156,10,va,re,respeitava
25157,13,os,re,respeitávamos
25158,12,is,re,respeitáveis
25159,11,am,re,respeitavam
25160,9,ei,re,respeitei
25161,11,te,re,respeitaste
25162,9,ou,re,respeitou
25163,11,os,re,respeitamos
25164,12,es,re,respeitastes
25165,11,am,re,respeitaram
25166,10,ra,re,respeitara
25167,11,as,re,respeitaras
25168,10,ra,re,respeitara
25169,13,os,re,respeitáramos
25170,12,is,re,respeitáreis
25171,11,am,re,respeitaram
25172,11,ei,re,respeitarei
25173,11,ás,re,respeitarás
25174,10,rá,re,respeitará
25175,13,os,re,respeitaremos
25176,12,is,re,respeitareis
25177,11,ão,re,respeitarão
25178,11,ia,re,respeitaria
25179,12,as,re,respeitarias
25180,11,ia,re,respeitaria
25181,14,os,re,respeitaríamos
25182,13,is,re,respeitaríeis
25183,12,am,re,respeitariam
25184,8,te,re,respeite
25185,9,es,re,respeites
25186,8,te,re,respeite
25187,11,os,re,respeitemos
25188,10,is,re,respeiteis
25189,9,em,re,respeitem
25190,11,se,re,respeitasse
25191,12,es,re,respeitasses
25192,11,se,re,respeitasse
25193,14,os,re,respeitássemos
25194,13,is,re,respeitásseis
25195,12,em,re,respeitassem
25196,9,ar,re,respeitar
25197,11,es,re,respeitares
25198,9,ar,re,respeitar
25199,12,os,re,respeitarmos
25200,12,es,re,respeitardes
25201,11,em,re,respeitarem
25202,8,ta,re,respeita
25203,8,te,re,respeite
25204,11,os,re,respeitemos
25205,9,ai,re,respeitai
25206,9,em,re,respeitem
25207,9,es,re,respeites
25208,8,te,re,respeite
25209,11,os,re,respeitemos
25210,10,is,re,respeiteis
25211,9,em,re,respeitem
25212,9,ar,re,respeitar
25213,11,es,re,respeitares
25214,9,ar,re,respeitar
25215,12,os,re,respeitarmos
25216,12,es,re,respeitardes
25217,11,em,re,respeitarem
25218,13,-o,re,respeitando-o
25219,10,-o,re,respeito-o
25220,11,lo,re,respeita-lo
25221,10,-o,re,respeita-o
25222,13,lo,re,respeitamo-lo
25223,12,lo,re,respeitai-lo
25224,12,no,re,respeitam-no
25225,12,-o,re,respeitava-o
25226,13,lo,re,respeitava-lo
25227,12,-o,re,respeitava-o
25228,15,lo,re,respeitávamo-lo
25229,14,lo,re,respeitávei-lo
25230,14,no,re,respeitavam-no
25231,11,-o,re,respeitei-o
25232,13,-o,re,respeitaste-o
25233,11,-o,re,respeitou-o
25234,13,lo,re,respeitamo-lo
25235,14,lo,re,respeitaste-lo
25236,14,no,re,respeitaram-no
25237,12,-o,re,respeitara-o
25238,13,lo,re,respeitara-lo
25239,12,-o,re,respeitara-o
25240,15,lo,re,respeitáramo-lo
25241,14,lo,re,respeitárei-lo
25242,14,no,re,respeitaram-no
25243,14,ei,re,respeitá-lo-ei
25244,14,ás,re,respeitá-lo-ás
25245,13,-á,re,respeitá-lo-á
25246,16,os,re,respeitá-lo-emos
25247,15,is,re,respeitá-lo-eis
25248,14,ão,re,respeitá-lo-ão
