,caracteres,fim,inicio,verbo
3616,8,is,es,estudais
3617,7,am,es,estudam
3618,8,va,es,estudava
3619,9,as,es,estudavas
3620,8,va,es,estudava
3621,11,os,es,estudávamos
3622,10,is,es,estudáveis
3623,9,am,es,estudavam
3624,7,ei,es,estudei
3625,9,te,es,estudaste
3626,7,ou,es,estudou
3627,9,os,es,estudamos
3628,10,es,es,estudastes
3629,9,am,es,estudaram
3630,8,ra,es,estudara
3631,9,as,es,estudaras
3632,8,ra,es,estudara
3633,11,os,es,estudáramos
3634,10,is,es,estudáreis
3635,9,am,es,estudaram
3636,9,ei,es,estudarei
3637,9,ás,es,estudarás
3638,8,rá,es,estudará
3639,11,os,es,estudaremos
3640,10,is,es,estudareis
3641,9,ão,es,estudarão
3642,9,ia,es,estudaria
3643,10,as,es,estudarias
3644,9,ia,es,estudaria
3645,12,os,es,estudaríamos
3646,11,is,es,estudaríeis
3647,10,am,es,estudariam
3648,6,de,es,estude
3649,7,es,es,estudes
3650,6,de,es,estude
3651,9,os,es,estudemos
3652,8,is,es,estudeis
3653,7,em,es,estudem
3654,9,se,es,estudasse
3655,10,es,es,estudasses
3656,9,se,es,estudasse
3657,12,os,es,estudássemos
3658,11,is,es,estudásseis
3659,10,em,es,estudassem
3660,7,ar,es,estudar
3661,9,es,es,estudares
3662,7,ar,es,estudar
3663,10,os,es,estudarmos
3664,10,es,es,estudardes
3665,9,em,es,estudarem
3666,6,da,es,estuda
3667,6,de,es,estude
3668,9,os,es,estudemos
3669,7,ai,es,estudai
3670,7,em,es,estudem
3671,7,es,es,estudes
3672,6,de,es,estude
3673,9,os,es,estudemos
3674,8,is,es,estudeis
3675,7,em,es,estudem
3676,7,ar,es,estudar
3677,9,es,es,estudares
3678,7,ar,es,estudar
3679,10,os,es,estudarmos
3680,10,es,es,estudardes
3681,9,em,es,estudarem
3682,11,-o,es,estudando-o
3683,8,-o,es,estudo-o
3684,9,lo,es,estuda-lo
3685,8,-o,es,estuda-o
3686,11,lo,es,estudamo-lo
3687,10,lo,es,estudai-lo
3688,10,no,es,estudam-no
3689,10,-o,es,estudava-o
3690,11,lo,es,estudava-lo
3691,10,-o,es,estudava-o
3692,13,lo,es,estudávamo-lo
3693,12,lo,es,estudávei-lo
3694,12,no,es,estudavam-no
3695,9,-o,es,estudei-o
3696,11,-o,es,estudaste-o
3697,9,-o,es,estudou-o
3698,11,lo,es,estudamo-lo
3699,12,lo,es,estudaste-lo
3700,12,no,es,estudaram-no
3701,10,-o,es,estudara-o
3702,11,lo,es,estudara-lo
3703,10,-o,es,estudara-o
3704,13,lo,es,estudáramo-lo
3705,12,lo,es,estudárei-lo
3706,12,no,es,estudaram-no
3707,12,ei,es,estudá-lo-ei
3708,12,ás,es,estudá-lo-ás
3709,11,-á,es,estudá-lo-á
3710,14,os,es,estudá-lo-emos
3711,13,is,es,estudá-lo-eis
3712,12,ão,es,estudá-lo-ão
3713,12,ia,es,estudá-lo-ia
3714,13,as,es,estudá-lo-ias
3715,12,ia,es,estudá-lo-ia
3716,15,os,es,estudá-lo-íamos
3717,14,is,es,estudá-lo-íeis
3718,13,am,es,estudá-lo-iam
3719,6,de,es,estude
3720,7,es,es,estudes
3721,6,de,es,estude
3722,9,os,es,estudemos
3723,8,is,es,estudeis
3724,7,em,es,estudem
3725,9,se,es,estudasse
3726,10,es,es,estudasses
3727,9,se,es,estudasse
3728,12,os,es,estudássemos
3729,11,is,es,estudásseis
3730,10,em,es,estudassem
3731,7,ar,es,estudar
3732,9,es,es,estudares
3733,7,ar,es,estudar
3734,10,os,es,estudarmos
3735,10,es,es,estudardes
3736,9,em,es,estudarem
3737,8,-o,es,estuda-o
3738,8,-o,es,estude-o
3739,11,lo,es,estudemo-lo
3740,9,-o,es,estudai-o
3741,10,no,es,estudem-no
3742,7,es,es,estudes
3743,6,de,es,estude
3744,9,os,es,estudemos
3745,8,is,es,estudeis
3746,7,em,es,estudem
3747,7,ar,es,estudar
3748,9,es,es,estudares
3749,7,ar,es,estudar
3750,10,os,es,estudarmos
3751,10,es,es,estudardes
3752,9,em,es,estudarem
3753,12,se,es,estudando-se
3754,9,me,es,estudo-me
3755,10,te,es,estudas-te
3756,9,se,es,estuda-se
3757,12,os,es,estudamo-nos
3758,12,os,es,estudais-vos
3759,10,se,es,estudam-se
3760,11,me,es,estudava-me
3761,12,te,es,estudavas-te
3762,11,se,es,estudava-se
3763,14,os,es,estudávamo-nos
3764,14,os,es,estudáveis-vos
3765,12,se,es,estudavam-se
3766,10,me,es,estudei-me
3767,12,te,es,estudaste-te
3768,10,se,es,estudou-se
3769,12,os,es,estudamo-nos
3770,14,os,es,estudastes-vos
3771,12,se,es,estudaram-se
3772,11,me,es,estudara-me
3773,12,te,es,estudaras-te
3774,11,se,es,estudara-se
3775,14,os,es,estudáramo-nos
3776,14,os,es,estudáreis-vos
3777,12,se,es,estudaram-se
3778,13,ei,es,estudar-me-ei
3779,13,ás,es,estudar-te-ás
3780,12,-á,es,estudar-se-á
3781,16,os,es,estudar-nos-emos
3782,15,is,es,estudar-vos-eis
3783,13,ão,es,estudar-se-ão
3784,13,ia,es,estudar-me-ia
3785,14,as,es,estudar-te-ias
3786,13,ia,es,estudar-se-ia
3787,17,os,es,estudar-nos-íamos
3788,16,is,es,estudar-vos-íeis
3789,14,am,es,estudar-se-iam
3790,6,de,es,estude
3791,7,es,es,estudes
3792,6,de,es,estude
3793,9,os,es,estudemos
3794,8,is,es,estudeis
3795,7,em,es,estudem
3796,9,se,es,estudasse
3797,10,es,es,estudasses
3798,9,se,es,estudasse
3799,12,os,es,estudássemos
3800,11,is,es,estudásseis
3801,10,em,es,estudassem
3802,7,ar,es,estudar
3803,9,es,es,estudares
3804,7,ar,es,estudar
3805,10,os,es,estudarmos
3806,10,es,es,estudardes
3807,9,em,es,estudarem
3808,9,te,es,estuda-te
3809,9,se,es,estude-se
3810,12,os,es,estudemo-nos
3811,11,os,es,estudai-vos
3812,10,se,es,estudem-se
3813,7,es,es,estudes
3814,6,de,es,estude
3815,9,os,es,estudemos
3816,8,is,es,estudeis
3817,7,em,es,estudem
3818,10,me,es,estudar-me
3819,12,te,es,estudares-te
3820,10,se,es,estudar-se
3821,13,os,es,estudarmo-nos
3822,14,os,es,estudardes-vos
3823,12,se,es,estudarem-se
3824,7,do,fa,falando
3825,6,do,fa,falado
3826,4,lo,fa,falo
3827,5,as,fa,falas
3828,4,la,fa,fala
3829,7,os,fa,falamos
3830,6,is,fa,falais
3831,5,am,fa,falam
3832,6,va,fa,falava
3833,7,as,fa,falavas
3834,6,va,fa,falava
3835,9,os,fa,falávamos
3836,8,is,fa,faláveis
3837,7,am,fa,falavam
3838,5,ei,fa,falei
3839,7,te,fa,falaste
3840,5,ou,fa,falou
3841,7,os,fa,falamos
3842,8,es,fa,falastes
3843,7,am,fa,falaram
3844,6,ra,fa,falara
3845,7,as,fa,falaras
3846,6,ra,fa,falara
3847,9,os,fa,faláramos
3848,8,is,fa,faláreis
3849,7,am,fa,falaram
3850,7,ei,fa,falarei
3851,7,ás,fa,falarás
3852,6,rá,fa,falará
3853,9,os,fa,falaremos
3854,8,is,fa,falareis
3855,7,ão,fa,falarão
3856,7,ia,fa,falaria
3857,8,as,fa,falarias
3858,7,ia,fa,falaria
3859,10,os,fa,falaríamos
3860,9,is,fa,falaríeis
3861,8,am,fa,falariam
3862,4,le,fa,fale
3863,5,es,fa,fales
3864,4,le,fa,fale
3865,7,os,fa,falemos
3866,6,is,fa,faleis
3867,5,em,fa,falem
3868,7,se,fa,falasse
3869,8,es,fa,falasses
3870,7,se,fa,falasse
3871,10,os,fa,falássemos
3872,9,is,fa,falásseis
3873,8,em,fa,falassem
3874,5,ar,fa,falar
3875,7,es,fa,falares
3876,5,ar,fa,falar
3877,8,os,fa,falarmos
3878,8,es,fa,falardes
3879,7,em,fa,falarem
3880,4,la,fa,fala
3881,4,le,fa,fale
3882,7,os,fa,falemos
3883,5,ai,fa,falai
3884,5,em,fa,falem
3885,5,es,fa,fales
3886,4,le,fa,fale
3887,7,os,fa,falemos
3888,6,is,fa,faleis
3889,5,em,fa,falem
3890,5,ar,fa,falar
3891,7,es,fa,falares
3892,5,ar,fa,falar
3893,8,os,fa,falarmos
3894,8,es,fa,falardes
3895,7,em,fa,falarem
3896,9,-o,fa,falando-o
3897,6,-o,fa,falo-o
3898,7,lo,fa,fala-lo
3899,6,-o,fa,fala-o
3900,9,lo,fa,falamo-lo
3901,8,lo,fa,falai-lo
3902,8,no,fa,falam-no
3903,8,-o,fa,falava-o
3904,9,lo,fa,falava-lo
3905,8,-o,fa,falava-o
3906,11,lo,fa,falávamo-lo
3907,10,lo,fa,falávei-lo
3908,10,no,fa,falavam-no
3909,7,-o,fa,falei-o
3910,9,-o,fa,falaste-o
3911,7,-o,fa,falou-o
3912,9,lo,fa,falamo-lo
3913,10,lo,fa,falaste-lo
3914,10,no,fa,falaram-no
3915,8,-o,fa,falara-o
3916,9,lo,fa,falara-lo
3917,8,-o,fa,falara-o
3918,11,lo,fa,faláramo-lo
3919,10,lo,fa,falárei-lo
3920,10,no,fa,falaram-no
3921,10,ei,fa,falá-lo-ei
3922,10,ás,fa,falá-lo-ás
3923,9,-á,fa,falá-lo-á
3924,12,os,fa,falá-lo-emos
3925,11,is,fa,falá-lo-eis
3926,10,ão,fa,falá-lo-ão
3927,10,ia,fa,falá-lo-ia
3928,11,as,fa,falá-lo-ias
3929,10,ia,fa,falá-lo-ia
3930,13,os,fa,falá-lo-íamos
3931,12,is,fa,falá-lo-íeis
3932,11,am,fa,falá-lo-iam
3933,4,le,fa,fale
3934,5,es,fa,fales
3935,4,le,fa,fale
3936,7,os,fa,falemos
3937,6,is,fa,faleis
3938,5,em,fa,falem
3939,7,se,fa,falasse
3940,8,es,fa,falasses
3941,7,se,fa,falasse
3942,10,os,fa,falássemos
3943,9,is,fa,falásseis
3944,8,em,fa,falassem
3945,5,ar,fa,falar
3946,7,es,fa,falares
3947,5,ar,fa,falar
3948,8,os,fa,falarmos
3949,8,es,fa,falardes
3950,7,em,fa,falarem
3951,6,-o,fa,fala-o
3952,6,-o,fa,fale-o
3953,9,lo,fa,falemo-lo
3954,7,-o,fa,falai-o
3955,8,no,fa,falem-no
3956,5,es,fa,fales
3957,4,le,fa,fale
3958,7,os,fa,falemos
3959,6,is,fa,faleis
3960,5,em,fa,falem
3961,5,ar,fa,falar
3962,7,es,fa,falares
3963,5,ar,fa,falar
3964,8,os,fa,falarmos
3965,8,es,fa,falardes
3966,7,em,fa,falarem
3967,10,se,fa,falando-se
3968,7,me,fa,falo-me
3969,8,te,fa,falas-te
3970,7,se,fa,fala-se
3971,10,os,fa,falamo-nos
3972,10,os,fa,falais-vos
3973,8,se,fa,falam-se
3974,9,me,fa,falava-me
3975,10,te,fa,falavas-te
3976,9,se,fa,falava-se
3977,12,os,fa,falávamo-nos
3978,12,os,fa,faláveis-vos
3979,10,se,fa,falavam-se
3980,8,me,fa,falei-me
3981,10,te,fa,falaste-te
3982,8,se,fa,falou-se
3983,10,os,fa,falamo-nos
3984,12,os,fa,falastes-vos
3985,10,se,fa,falaram-se
3986,9,me,fa,falara-me
3987,10,te,fa,falaras-te
3988,9,se,fa,falara-se
3989,12,os,fa,faláramo-nos
3990,12,os,fa,faláreis-vos
3991,10,se,fa,falaram-se
3992,11,ei,fa,falar-me-ei
3993,11,ás,fa,falar-te-ás
3994,10,-á,fa,falar-se-á
3995,14,os,fa,falar-nos-emos
3996,13,is,fa,falar-vos-eis
3997,11,ão,fa,falar-se-ão
3998,11,ia,fa,falar-me-ia
3999,12,as,fa,falar-te-ias
4000,11,ia,fa,falar-se-ia
4001,15,os,fa,falar-nos-íamos
4002,14,is,fa,falar-vos-íeis
4003,12,am,fa,falar-se-iam
4004,4,le,fa,fale
4005,5,es,fa,fales
4006,4,le,fa,fale
4007,7,os,fa,falemos
4008,6,is,fa,faleis
4009,5,em,fa,falem
4010,7,se,fa,falasse
4011,8,es,fa,falasses
4012,7,se,fa,falasse
4013,10,os,fa,falássemos
4014,9,is,fa,falásseis
4015,8,em,fa,falassem
4016,5,ar,fa,falar
4017,7,es,fa,falares
4018,5,ar,fa,falar
4019,8,os,fa,falarmos
4020,8,es,fa,falardes
4021,7,em,fa,falarem
4022,7,te,fa,fala-te
4023,7,se,fa,fale-se
4024,10,os,fa,falemo-nos
4025,9,os,fa,falai-vos
4026,8,se,fa,falem-se
4027,5,es,fa,fales
4028,4,le,fa,fale
4029,7,os,fa,falemos
4030,6,is,fa,faleis
4031,5,em,fa,falem
4032,8,me,fa,falar-me
4033,10,te,fa,falares-te
4034,8,se,fa,falar-se
4035,11,os,fa,falarmo-nos
4036,12,os,fa,falardes-vos
4037,10,se,fa,falarem-se
4038,8,do,ve,vendendo
4039,7,do,ve,vendido
4040,5,do,ve,vendo
4041,6,es,ve,vendes
4042,5,de,ve,vende
4043,8,os,ve,vendemos
4044,7,is,ve,vendeis
4045,6,em,ve,vendem
4046,6,ia,ve,vendia
4047,7,as,ve,vendias
4048,6,ia,ve,vendia
4049,9,os,ve,vendíamos
4050,8,is,ve,vendíeis
4051,7,am,ve,vendiam
4052,5,di,ve,vendi
4053,8,te,ve,vendeste
4054,6,eu,ve,vendeu
4055,8,os,ve,vendemos
4056,9,es,ve,vendestes
4057,8,am,ve,venderam
4058,7,ra,ve,vendera
4059,8,as,ve,venderas
4060,7,ra,ve,vendera
4061,10,os,ve,vendêramos
4062,9,is,ve,vendêreis
4063,8,am,ve,venderam
4064,8,ei,ve,venderei
4065,8,ás,ve,venderás
4066,7,rá,ve,venderá
4067,10,os,ve,venderemos
4068,9,is,ve,vendereis
4069,8,ão,ve,venderão
4070,8,ia,ve,venderia
4071,9,as,ve,venderias
4072,8,ia,ve,venderia
4073,11,os,ve,venderíamos
4074,10,is,ve,venderíeis
4075,9,am,ve,venderiam
4076,5,da,ve,venda
4077,6,as,ve,vendas
4078,5,da,ve,venda
4079,8,os,ve,vendamos
4080,7,is,ve,vendais
4081,6,am,ve,vendam
4082,8,se,ve,vendesse
4083,9,es,ve,vendesses
4084,8,se,ve,vendesse
4085,11,os,ve,vendêssemos
4086,10,is,ve,vendêsseis
4087,9,em,ve,vendessem
4088,6,er,ve,vender
4089,8,es,ve,venderes
4090,6,er,ve,vender
4091,9,os,ve,vendermos
4092,9,es,ve,venderdes
4093,8,em,ve,venderem
4094,5,de,ve,vende
4095,5,da,ve,venda
4096,8,os,ve,vendamos
4097,6,ei,ve,vendei
4098,6,am,ve,vendam
4099,6,as,ve,vendas
4100,5,da,ve,venda
4101,8,os,ve,vendamos
4102,7,is,ve,vendais
4103,6,am,ve,vendam
4104,6,er,ve,vender
4105,8,es,ve,venderes
4106,6,er,ve,vender
4107,9,os,ve,vendermos
4108,9,es,ve,venderdes
4109,8,em,ve,venderem
4110,10,-o,ve,vendendo-o
4111,7,-o,ve,vendo-o
4112,8,lo,ve,vende-lo
4113,7,-o,ve,vende-o
4114,10,lo,ve,vendemo-lo
4115,9,lo,ve,vendei-lo
4116,9,no,ve,vendem-no
4117,8,-o,ve,vendia-o
4118,9,lo,ve,vendia-lo
4119,8,-o,ve,vendia-o
4120,11,lo,ve,vendíamo-lo
4121,10,lo,ve,vendíei-lo
4122,10,no,ve,vendiam-no
4123,7,-o,ve,vendi-o
4124,10,-o,ve,vendeste-o
4125,8,-o,ve,vendeu-o
4126,10,lo,ve,vendemo-lo
4127,11,lo,ve,vendeste-lo
4128,11,no,ve,venderam-no
4129,9,-o,ve,vendera-o
4130,10,lo,ve,vendera-lo
4131,9,-o,ve,vendera-o
4132,12,lo,ve,vendêramo-lo
4133,11,lo,ve,vendêrei-lo
4134,11,no,ve,venderam-no
4135,11,ei,ve,vendê-lo-ei
4136,11,ás,ve,vendê-lo-ás
4137,10,-á,ve,vendê-lo-á
4138,13,os,ve,vendê-lo-emos
4139,12,is,ve,vendê-lo-eis
4140,11,ão,ve,vendê-lo-ão
4141,11,ia,ve,vendê-lo-ia
4142,12,as,ve,vendê-lo-ias
4143,11,ia,ve,vendê-lo-ia
4144,14,os,ve,vendê-lo-íamos
4145,13,is,ve,vendê-lo-íeis
4146,12,am,ve,vendê-lo-iam
4147,5,da,ve,venda
4148,6,as,ve,vendas
4149,5,da,ve,venda
4150,8,os,ve,vendamos
4151,7,is,ve,vendais
4152,6,am,ve,vendam
4153,8,se,ve,vendesse
4154,9,es,ve,vendesses
4155,8,se,ve,vendesse
4156,11,os,ve,vendêssemos
4157,10,is,ve,vendêsseis
4158,9,em,ve,vendessem
4159,6,er,ve,vender
4160,8,es,ve,venderes
4161,6,er,ve,vender
4162,9,os,ve,vendermos
4163,9,es,ve,venderdes
4164,8,em,ve,venderem
4165,7,-o,ve,vende-o
4166,7,-o,ve,venda-o
4167,10,lo,ve,vendamo-lo
4168,8,-o,ve,vendei-o
4169,9,no,ve,vendam-no
4170,6,as,ve,vendas
4171,5,da,ve,venda
4172,8,os,ve,vendamos
4173,7,is,ve,vendais
4174,6,am,ve,vendam
4175,6,er,ve,vender
4176,8,es,ve,venderes
4177,6,er,ve,vender
4178,9,os,ve,vendermos
4179,9,es,ve,venderdes
4180,8,em,ve,venderem
4181,11,se,ve,vendendo-se
4182,8,me,ve,vendo-me
4183,9,te,ve,vendes-te
4184,8,se,ve,vende-se
4185,11,os,ve,vendemo-nos
4186,11,os,ve,vendeis-vos
4187,9,se,ve,vendem-se
4188,9,me,ve,vendia-me
4189,10,te,ve,vendias-te
4190,9,se,ve,vendia-se
4191,12,os,ve,vendíamo-nos
4192,12,os,ve,vendíeis-vos
4193,10,se,ve,vendiam-se
4194,8,me,ve,vendi-me
4195,11,te,ve,vendeste-te
4196,9,se,ve,vendeu-se
4197,11,os,ve,vendemo-nos
4198,13,os,ve,vendestes-vos
4199,11,se,ve,venderam-se
4200,10,me,ve,vendera-me
4201,11,te,ve,venderas-te
4202,10,se,ve,vendera-se
4203,13,os,ve,vendêramo-nos
4204,13,os,ve,vendêreis-vos
4205,11,se,ve,venderam-se
4206,12,ei,ve,vender-me-ei
4207,12,ás,ve,vender-te-ás
4208,11,-á,ve,vender-se-á
4209,15,os,ve,vender-nos-emos
4210,14,is,ve,vender-vos-eis
4211,12,ão,ve,vender-se-ão
4212,12,ia,ve,vender-me-ia
4213,13,as,ve,vender-te-ias
4214,12,ia,ve,vender-se-ia
4215,16,os,ve,vender-nos-íamos
4216,15,is,ve,vender-vos-íeis
4217,13,am,ve,vender-se-iam
4218,5,da,ve,venda
4219,6,as,ve,vendas
4220,5,da,ve,venda
4221,8,os,ve,vendamos
4222,7,is,ve,vendais
4223,6,am,ve,vendam
4224,8,se,ve,vendesse
4225,9,es,ve,vendesses
4226,8,se,ve,vendesse
4227,11,os,ve,vendêssemos
4228,10,is,ve,vendêsseis
4229,9,em,ve,vendessem
4230,6,er,ve,vender
4231,8,es,ve,venderes
4232,6,er,ve,vender
4233,9,os,ve,vendermos
4234,9,es,ve,venderdes
4235,8,em,ve,venderem
4236,8,te,ve,vende-te
4237,8,se,ve,venda-se
4238,11,os,ve,vendamo-nos
4239,10,os,ve,vendei-vos
4240,9,se,ve,vendam-se
4241,6,as,ve,vendas
4242,5,da,ve,venda
4243,8,os,ve,vendamos
4244,7,is,ve,vendais
4245,6,am,ve,vendam
4246,9,me,ve,vender-me
4247,11,te,ve,venderes-te
4248,9,se,ve,vender-se
4249,12,os,ve,vendermo-nos
4250,13,os,ve,venderdes-vos
4251,11,se,ve,venderem-se
4252,8,do,co,correndo
4253,7,do,co,corrido
4254,5,ro,co,corro
4255,6,es,co,corres
4256,5,re,co,corre
4257,8,os,co,corremos
4258,7,is,co,correis
4259,6,em,co,correm
4260,6,ia,co,corria
4261,7,as,co,corrias
4262,6,ia,co,corria
4263,9,os,co,corríamos
4264,8,is,co,corríeis
4265,7,am,co,corriam
4266,5,ri,co,corri
4267,8,te,co,correste
4268,6,eu,co,correu
4269,8,os,co,corremos
4270,9,es,co,correstes
4271,8,am,co,correram
4272,7,ra,co,correra
4273,8,as,co,correras
4274,7,ra,co,correra
4275,10,os,co,corrêramos
4276,9,is,co,corrêreis
4277,8,am,co,correram
4278,8,ei,co,correrei
4279,8,ás,co,correrás
4280,7,rá,co,correrá
4281,10,os,co,correremos
4282,9,is,co,correreis
4283,8,ão,co,correrão
4284,8,ia,co,correria
4285,9,as,co,correrias
4286,8,ia,co,correria
4287,11,os,co,correríamos
4288,10,is,co,correríeis
4289,9,am,co,correriam
4290,5,ra,co,corra
4291,6,as,co,corras
4292,5,ra,co,corra
4293,8,os,co,corramos
4294,7,is,co,corrais
4295,6,am,co,corram
4296,8,se,co,corresse
4297,9,es,co,corresses
4298,8,se,co,corresse
4299,11,os,co,corrêssemos
4300,10,is,co,corrêsseis
4301,9,em,co,corressem
4302,6,er,co,correr
4303,8,es,co,correres
4304,6,er,co,correr
4305,9,os,co,corrermos
4306,9,es,co,correrdes
4307,8,em,co,correrem
4308,5,re,co,corre
4309,5,ra,co,corra
4310,8,os,co,corramos
4311,6,ei,co,correi
4312,6,am,co,corram
4313,6,as,co,corras
4314,5,ra,co,corra
4315,8,os,co,corramos
4316,7,is,co,corrais
4317,6,am,co,corram
4318,6,er,co,correr
4319,8,es,co,correres
4320,6,er,co,correr
4321,9,os,co,corrermos
4322,9,es,co,correrdes
4323,8,em,co,correrem
4324,10,-o,co,correndo-o
4325,7,-o,co,corro-o
4326,8,lo,co,corre-lo
4327,7,-o,co,corre-o
4328,10,lo,co,corremo-lo
4329,9,lo,co,correi-lo
4330,9,no,co,correm-no
4331,8,-o,co,corria-o
4332,9,lo,co,corria-lo
4333,8,-o,co,corria-o
4334,11,lo,co,corríamo-lo
4335,10,lo,co,corríei-lo
4336,10,no,co,corriam-no
4337,7,-o,co,corri-o
4338,10,-o,co,correste-o
4339,8,-o,co,correu-o
4340,10,lo,co,corremo-lo
4341,11,lo,co,correste-lo
4342,11,no,co,correram-no
4343,9,-o,co,correra-o
4344,10,lo,co,correra-lo
4345,9,-o,co,correra-o
4346,12,lo,co,corrêramo-lo
4347,11,lo,co,corrêrei-lo
4348,11,no,co,correram-no
4349,11,ei,co,corrê-lo-ei
4350,11,ás,co,corrê-lo-ás
4351,10,-á,co,corrê-lo-á
4352,13,os,co,corrê-lo-emos
4353,12,is,co,corrê-lo-eis
4354,11,ão,co,corrê-lo-ão
4355,11,ia,co,corrê-lo-ia
4356,12,as,co,corrê-lo-ias
4357,11,ia,co,corrê-lo-ia
4358,14,os,co,corrê-lo-íamos
4359,13,is,co,corrê-lo-íeis
4360,12,am,co,corrê-lo-iam
4361,5,ra,co,corra
4362,6,as,co,corras
4363,5,ra,co,corra
4364,8,os,co,corramos
4365,7,is,co,corrais
4366,6,am,co,corram
4367,8,se,co,corresse
4368,9,es,co,corresses
4369,8,se,co,corresse
4370,11,os,co,corrêssemos
4371,10,is,co,corrêsseis
4372,9,em,co,corressem
4373,6,er,co,correr
4374,8,es,co,correres
4375,6,er,co,correr
4376,9,os,co,corrermos
4377,9,es,co,correrdes
4378,8,em,co,correrem
4379,7,-o,co,corre-o
4380,7,-o,co,corra-o
4381,10,lo,co,corramo-lo
4382,8,-o,co,correi-o
4383,9,no,co,corram-no
4384,6,as,co,corras
4385,5,ra,co,corra
4386,8,os,co,corramos
4387,7,is,co,corrais
4388,6,am,co,corram
4389,6,er,co,correr
4390,8,es,co,correres
4391,6,er,co,correr
4392,9,os,co,corrermos
4393,9,es,co,correrdes
4394,8,em,co,correrem
4395,7,do,be,bebendo
4396,6,do,be,bebido
4397,4,bo,be,bebo
4398,5,es,be,bebes
4399,4,be,be,bebe
4400,7,os,be,bebemos
4401,6,is,be,bebeis
4402,5,em,be,bebem
4403,5,ia,be,bebia
4404,6,as,be,bebias
4405,5,ia,be,bebia
4406,8,os,be,bebíamos
4407,7,is,be,bebíeis
4408,6,am,be,bebiam
4409,4,bi,be,bebi
4410,7,te,be,bebeste
4411,5,eu,be,bebeu
4412,7,os,be,bebemos
4413,8,es,be,bebestes
4414,7,am,be,beberam
4415,6,ra,be,bebera
4416,7,as,be,beberas
4417,6,ra,be,bebera
4418,9,os,be,bebêramos
4419,8,is,be,bebêreis
4420,7,am,be,beberam
4421,7,ei,be,beberei
4422,7,ás,be,beberás
4423,6,rá,be,beberá
4424,9,os,be,beberemos
4425,8,is,be,bebereis
4426,7,ão,be,beberão
4427,7,ia,be,beberia
4428,8,as,be,beberias
4429,7,ia,be,beberia
4430,10,os,be,beberíamos
4431,9,is,be,beberíeis
4432,8,am,be,beberiam
4433,4,ba,be,beba
4434,5,as,be,bebas
4435,4,ba,be,beba
4436,7,os,be,bebamos
4437,6,is,be,bebais
4438,5,am,be,bebam
4439,7,se,be,bebesse
4440,8,es,be,bebesses
4441,7,se,be,bebesse
4442,10,os,be,bebêssemos
4443,9,is,be,bebêsseis
4444,8,em,be,bebessem
4445,5,er,be,beber
4446,7,es,be,beberes
4447,5,er,be,beber
4448,8,os,be,bebermos
4449,8,es,be,beberdes
4450,7,em,be,beberem
4451,4,be,be,bebe
4452,4,ba,be,beba
4453,7,os,be,bebamos
4454,5,ei,be,bebei
4455,5,am,be,bebam
4456,5,as,be,bebas
4457,4,ba,be,beba
4458,7,os,be,bebamos
4459,6,is,be,bebais
4460,5,am,be,bebam
4461,5,er,be,beber
4462,7,es,be,beberes
4463,5,er,be,beber
4464,8,os,be,bebermos
4465,8,es,be,beberdes
4466,7,em,be,beberem
4467,9,-o,be,bebendo-o
4468,6,-o,be,bebo-o
4469,7,lo,be,bebe-lo
4470,6,-o,be,bebe-o
4471,9,lo,be,bebemo-lo
4472,8,lo,be,bebei-lo
4473,8,no,be,bebem-no
4474,7,-o,be,bebia-o
4475,8,lo,be,bebia-lo
4476,7,-o,be,bebia-o
4477,10,lo,be,bebíamo-lo
4478,9,lo,be,bebíei-lo
4479,9,no,be,bebiam-no
4480,6,-o,be,bebi-o
4481,9,-o,be,bebeste-o
4482,7,-o,be,bebeu-o
4483,9,lo,be,bebemo-lo
4484,10,lo,be,bebeste-lo
4485,10,no,be,beberam-no
4486,8,-o,be,bebera-o
4487,9,lo,be,bebera-lo
4488,8,-o,be,bebera-o
4489,11,lo,be,bebêramo-lo
4490,10,lo,be,bebêrei-lo
4491,10,no,be,beberam-no
4492,10,ei,be,bebê-lo-ei
4493,10,ás,be,bebê-lo-ás
4494,9,-á,be,bebê-lo-á
4495,12,os,be,bebê-lo-emos
4496,11,is,be,bebê-lo-eis
4497,10,ão,be,bebê-lo-ão
4498,10,ia,be,bebê-lo-ia
4499,11,as,be,bebê-lo-ias
4500,10,ia,be,bebê-lo-ia
4501,13,os,be,bebê-lo-íamos
4502,12,is,be,bebê-lo-íeis
4503,11,am,be,bebê-lo-iam
4504,4,ba,be,beba
4505,5,as,be,bebas
4506,4,ba,be,beba
4507,7,os,be,bebamos
4508,6,is,be,bebais
4509,5,am,be,bebam
4510,7,se,be,bebesse
4511,8,es,be,bebesses
4512,7,se,be,bebesse
4513,10,os,be,bebêssemos
4514,9,is,be,bebêsseis
4515,8,em,be,bebessem
4516,5,er,be,beber
4517,7,es,be,beberes
4518,5,er,be,beber
4519,8,os,be,bebermos
4520,8,es,be,beberdes
4521,7,em,be,beberem
4522,6,-o,be,bebe-o
4523,6,-o,be,beba-o
4524,9,lo,be,bebamo-lo
4525,7,-o,be,bebei-o
4526,8,no,be,bebam-no
4527,5,as,be,bebas
4528,4,ba,be,beba
4529,7,os,be,bebamos
4530,6,is,be,bebais
4531,5,am,be,bebam
4532,5,er,be,beber
4533,7,es,be,beberes
4534,5,er,be,beber
4535,8,os,be,bebermos
4536,8,es,be,beberdes
4537,7,em,be,beberem
4538,7,do,an,andando
